translatedText,detectedSourceLanguage,input
Sei sicuro di voler eliminare questa chiave?,de,"Sind Sie sicher, dass Sie diesen Key löschen möchten?"
Fai clic su &quot;Elimina&quot; per eliminarlo in modo permanente o fai clic su &quot;Annulla&quot; per tornare indietro.,de,"Klicken Sie auf 'Löschen', um ihn dauerhaft zu löschen, oder klicken Sie auf 'Abbrechen', um zurück zu gehen."
Filtra per,de,Filtern nach
"La build CI � stata attivata correttamente, attendi 10-15 minuti.",de,"CI-Build erfolgreich ausgelöst, bitte warten Sie 10-15 Minuten."
Sottotitoli del gestore della lingua,de,Sprachmanager Untertitel
tutte le aree,de,alle Bereiche
Informazione,en,Information
Dettagli sulla formazione,en,Trainingsdetails
Informazione,en,Information
descrizione,de,Beschreibung
modificare l&#39;attivit�,de,Aufgabe bearbeiten
erf�llt,en,erfüllt
Informazioni,en,Info
modificare,de,editieren
l�schen,en,löschen
risposte,de,Antworten
in sospeso,ca,pendent
non soddisfatto,de,nicht erfüllt
nessun risultato ancora,de,noch keine Ergebnisübermittlung
F�lligkeitsdatum,pt,Fälligkeitsdatum
F�lligkeitsdatum,pt,Fälligkeitsdatum
Manichino,en,Dummy
Seleziona l&#39;organizzazione a cui assegnare,de,"Organisation wählen, der Zugewiesen werden soll"
Seleziona l&#39;utente a cui essere assegnato,de,"Benutzer wählen, dem zugewiesen werden soll"
aggiungere altro,de,weitere hinzufügen
Versione standard,en,Standard-Version
Scarica rapporto,de,Bericht herunterladen
nome del rapporto,de,Berichtsname
Data,de,Datum
Organizzazione,fr,Organisation
Erf�llungskriterien,en,Erfüllungskriterien
Nome del partecipante,de,Name des Teilnehmers
Erf�llungsgrad,en,Erfüllungsgrad
nome del rapporto,de,Berichtsname
Data,de,Datum
Organizzazione,fr,Organisation
Nome della categoria,de,Kategorie-Name
sottocategoria,de,Unterkategorie
Creazione report di formazione in corso,de,Trainingsreport Erstellung in Arbeit
Scarica rapporto,de,Bericht herunterladen
Segnalazione in corso,de,Berichtserstellung in Arbeit
Scarica rapporto,de,Bericht herunterladen
nome del rapporto,de,Berichtsname
Data,de,Datum
creato da,de,erstellt durch
ultimo aggiornamento,de,letzte Aktualisierung
Segnalazione in corso,de,Berichtserstellung in Arbeit
Il rapporto � in download,de,Bericht wird heruntergeladen
Versione RiQS,en,RiQS-Version
Versione standard,en,Standard-Version
versione auditichere,en,auditsichere Version
Scarica rapporto,de,Bericht herunterladen
versione auditichere,en,auditsichere Version
1 mese,de,1 Monat
Due mesi,de,2 Monate
Informazioni sui contatti,de,Kontakt-Informationen
Data,de,Datum
Nome del rapporto,de,Name des Berichts
3 mesi,de,3 Monate
4 mesi,de,4 Monate
5 mesi,de,5 Monate
6 mesi,de,6 Monate
7 mesi,de,7 Monate
8 mesi,de,8 Monate
9 mesi,de,9 Monate
10 mesi,de,10 Monate
11 mesi,de,11 Monate
12 mesi,de,12 Monate
assegnare al gruppo di utenti,de,der Benutzer-Gruppe zuweisen
Power user,en,Power-User
Gestione,de,Leitung
MA Gruppo A,de,MA Gruppe A
MA Gruppo B,da,MA Gruppe B
Reporting sul processo,de,Berichterstellung zum Prozess
Scarica rapporto,de,Bericht herunterladen
Segnalazione fallita,de,Berichterstellung fehlgeschlagen
modificare,de,bearbeiten
Lavoro,en,Labor
farmacia,de,Apotheke
ecografia,de,Sonographie
R�ntgen,en,Röntgen
Dosisintensives R�ntgen,en,Dosisintensives Röntgen
insegnante,de,Lehrmeister
altri utenti assegnati,de,andere zugewiesene Benutzer
Trainingsbericht,en,Trainingsbericht
Rapporto dello sviluppatore,de,Entwickler-Bericht
Monitorare l&#39;elenco dei messaggi,nl,Monitor Berichtsliste
lista degli utenti,de,Benutzerliste
Elenco delle attivit� di monitoraggio,de,Liste der Überwachungsaufgaben
Rapporto sulla gestione degli ordini,de,Bericht Auftragsbewirtschaftung
Segnala la gestione del dispositivo,is,Bericht Gerätebewirtschaftung
statistiche sulla formazione,de,Trainings-Statistik
rapporto di categoria,de,Kategorie-Bericht
L&#39;aggiornamento del file della lingua � riuscito. Ricarica questa finestra,de,Aktualisierung der Sprachdatei ist erfolgreich. Dieses Fenster neu laden
I file di lingua sono attualmente in fase di aggiornamento. Attendere prego. Questa finestra si ricaricher� al termine dell&#39;aggiornamento,de,"Die Sprachdateien werden derzeit aktualisiert. Bitte warten. Dieses Fenster wird neu geladen, nachdem die Aktualisierung abgeschlossen ist"
Aggiornamento del file della lingua non riuscito. Per favore riprova pi� tardi,de,Aktualisierung der Sprachdatei fehlgeschlagen. Bitte versuchen Sie es später noch einmal
Assegnato a,de,zugewiesen an
informazione,de,Informationen
valore obiettivo di rischio,de,Risiko Zielwert
Puoi aggiungere pi� categorie,de,Sie können mehrere Kategorien hinzufügen
Posizione,de,Standort
fornitori,de,Zulieferer
categoria,de,Kategorie
Aggiungi un membro specifico,de,Spezifisches Mitglied hinzufügen
Ora di inizio,de,Startzeit
non chste,pt,nächste
modificare l&#39;attivit�,de,Aufgabe bearbeiten
Seleziona l&#39;organizzazione,de,Bitte wählen Sie die Organisation
Guida al processo,de,"Prozess-
 Guide"
Si prega di selezionare la data di scadenza della checklist,de,Bitte wählen Sie das Fälligkeitsdatum der Checkliste
Programma per l&#39;attivit�,de,Zeitplan für Aufgabe
Rispondere,de,Antwort
tema,de,Thema
Data ID,sv,ID-Datum
sottocategoria,de,Unterkategorie
assegnato a,de,zuweisen an
attaccamento,de,Anhang
Assegna lista di controllo,de,Checkliste zuweisen
informazione,de,Informationen
Organizzazione,fr,Organisation
F�lligkeitsdatum,pt,Fälligkeitsdatum
gruppo coinvolto,de,involvierte Gruppe
Modulo lista di controllo,de,Checkliste Formular
Si prega di inserire le informazioni richieste,de,Bitte geben Sie die notwendigen Informationen an
inserisci il titolo,de,Titel eingeben
stendersi,de,ablegen
salvare,de,speichern
Aggiungi attivit�,de,Aufgabe hinzufügen
gruppo di gestione,de,Management Gruppe
Seleziona categoria,de,Kategorie auswählen
guida al processo,de,Prozess-Guide
Guida al processo di ricerca,de,Leitfaden zum Suchprozess
tempi finali,de,Endzeit
dettagli di completamento,de,Erledigungsdetails
assegnare compito,de,Aufgabe zuweisen
mostra tutti gli utenti coinvolti,de,zeigt alle involvierten Benutzer
descrizione,de,Beschreibung
La Guida al processo � accessibile a tutti i membri del gruppo coinvolti. o,de,Das Process Guide ist für alle involvierten Gruppenmitglieder zugänglich. oder
Trascina e rilascia o seleziona l&#39;allegato,de,Ziehen und ablegen oder Anhang auswählen
Si prega di contrassegnare la lista di controllo quando hai finito,de,"Bitte markieren Sie die Checkliste, wenn Sie fertig sind"
Gruppo esecutivo,de,Ausführende Gruppe
Dettagli autunnali,en,Fall Details
Descritto formalmente,lb,Formualr Beschrieb
utenti selezionati,de,ausgewählte Benutzer
Applicare filtri,de,Filter anwenden
Organizzazione,fr,Organisation
Filtro,en,Filter
Aggiungi modulo,de,Formular hinzufügen
clienti,de,Kunden
Lista di controllo della biblioteca,de,Checkliste Bibliothek
Assegna guida al processo,de,Prozess-Guide zuweisen
Assegnato a,de,zugewiesen an
Seleziona l&#39;elenco di controllo dallo sviluppatore,de,Bitte wählen Sie die Checkliste aus dem Entwickler
abortire,de,abbrechen
ID autunno 2,en,Fall ID 2
guida al processo,de,Prozess-Guide
scopo del modulo,de,Formularzweck
Titolo,en,Title
Dateigröße massimo,fr,Maximale Dateigröße
riportare alle condizioni originali,de,auf Standard zurücksetzen
Dettagli della lista di controllo,de,Details der Checkliste
ID caduta 1,en,Fall ID 1
fatto da,de,erledigt durch
liste di controllo,de,Checklisten
Aggiungi modulo,de,Formular hinzufügen
ID autunno 2,en,Fall ID 2
abortire,de,abbrechen
Assegnato a,de,zugewiesen an
Seleziona gli utenti coinvolti,de,Involvierte Benutzer auswählen
No,de,Nein
Clicca qui,de,Klicken Sie hier
Fare clic sul pulsante per vedere il tutorial dell&#39;applicazione,de,"Klicken Sie auf die Schaltfläche, um das Anwendungs-Tutorial zu sehen"
E,fi,Ja
tutorial sull&#39;applicazione,de,Anwendungstutorial
Benvenuto in RiQS.,de,Willkommen bei RiQS.
Benvenuto,de,Willkommen
alla breve introduzione di RiQS,de,zur RiQS Kurzeinführung
caratteri rimanenti,de,Zeichen links
Creare e gestire i rischi,de,Risiken erstellen und verwalten
Crea e monitora le attivit�,de,Aufgaben erstellen und überwachen
Crea e gestisci la formazione,de,Schulungen erstellen und verwalten
Crea e gestisci i clienti,de,Mandanten anlegen und verwalten
Rispondere,de,Antwort
Efficiente,no,Effektiv
Bilancio,en,Budget
Caricare un file,de,Datei hochladen
gruppo di gestione,de,Management Gruppe
aggiornamento della valutazione,de,Update Bewertung
revocare l&#39;incarico,de,Zuweisung widerrufen
Aggiungi attivit�,de,Aufgabe hinzufügen
Selezionare,de,Auswählen
l�schen,en,löschen
Creare e gestire la guida ai processi,de,Prozess-Guide erstellen und verwalten
mostra di pi�,de,mehr zeigen
Carica un&#39;immagine inferiore a 2 MB,de,Bitte laden Sie ein Bild unter 2mb hoch
Immettere il numero di utenti desiderato,de,Eingabe der gewünschten Anzahl Benutzer
non chste,pt,nächste
Si prega di compilare le informazioni richieste,de,Bitte füllen Sie die erforderlichen Informationen aus
Esercitazione sulla gestione del rischio,de,Risikomanagement-Tutorial
Tutorial Ausr�stungsmanagement,en,Tutorial Ausrüstungsmanagement
Licenza RiQS,de,RiQS Lizenzierung
versione auditichere,en,auditsichere Version
Ordini - Tutorial,de,Aufträge - Tutorial
Salva,de,sparen
Anno,de,Jahr
Contattare per l&#39;estensione,jw,Kontakt für Verlängerung
Seleziona il pacchetto di licenza,de,Lizenzierungspacket auswählen
Mesi,de,Monate
scartare,de,verwerfen
Importo fattura - Calcolo,de,Rechnungsbetrag - Berechnung
Aggiungi l&#39;amministratore della tua organizzazione,de,Ihre Organisation Admin hinzufügen
Scegli il pacchetto che desideri,de,Wählen Sie das gewünschte Paket
Seleziona il tipo di organizzazione,de,Organisationstyp auswählen
giorni di preavviso,de,Tage Kündigungsfrist
salvare,de,speichern
Seleziona il paese,de,Land auswählen
Esercitazione di formazione,de,Schulungs-Tutorial
Versione standard,en,Standard Version
Aggiungi la tua organizzazione,de,Ihre Organisation hinzufügen
Totale,en,Total
categoria tutorial,de,Tutorial Kategorie
Numero minimo di utenti,de,Mindestanzahl Benutzer
Richiesta per la versione di prova,en,Request for trial version
in base alla tua selezione,de,basierend auf Ihrer Auswahl
Monitoraggio del processo di esercitazione,de,Tutorial Prozess-Monitor
Tipo organizzazione,en,Organisationstyp
Assegnato a,de,zugewiesen an
E-Mail,it,E-Mail
per il pagamento,de,zur Zahlung
Richiede l&#39;approvazione dell&#39;amministratore,de,benöigt Freigabe durch Administrator
Licenza predefinita,de,Standard Lizenzierung
periodo di fatturazione,de,Abrechnungszeitraum
al mese,de,monatlich
prossimo rinnovo,de,nächste Erneuerung
metodo di pagamento,de,Zahlungsmethode
scade,de,läuft ab
contatti,de,Kontakte
tecnico,nl,technisch
Partita IVA,de,MWST Nummer
Contatto per la fatturazione,de,Kontakt für die Rechnungsstellung
Abbonamento standard,lb,Standard-Abonnement
per utente,de,pro Benutzer
accesso dell&#39;utente,de,Benutzerzugriff
fattura stimata,de,geschätzte Rechnung
storia,de,Geschichte
totalmente pagabile,de,total zahlbar
Mostra cronologia di fatturazione,de,Rechnungsverlauf zeigen
Data,de,Datum
Numero di fattura.,de,Rechnung Nr.
importo,de,Betrag
fattura,de,Rechnung
F�lligkeitsdatum,pt,Fälligkeitsdatum
prestazione,de,Leistung
per utente,de,pro Benutzer
numero di utenti,de,Anzahl Benutzer
utente,de,Benutzer
totale parziale,de,Zwischentotal
Tasse (IVA),de,Steuern (MWST)
importo totale,de,Gesamtbetrag
pagamento entro,de,Zahlung innerhalb
valore,de,Wert
Manuale - &quot;La mia organizzazione&quot;,de,"Handbuch - ""Meine Organisation"""
Manuale - &quot;Utente&quot;,de,"Handbuch - ""Benutzer"""
Manuale - &quot;Sviluppatore&quot;,de,"Handbuch - ""Entwickler"""
Manuale &quot;Monitoraggio di processo&quot;.,de,"Handbuch ""Prozess-Monitor"""
Manuale di addestramento,de,"Handbuch ""Training"""
"Controlla la tua email per completare il processo di onboarding. Se non riesci a trovare la nostra e-mail nella tua casella di posta, controlla la tua cartella spam",de,"Bitte prüfen Sie Ihre E-Mail, um den Onboarding-Prozess abzuschließen. Wenn Sie unsere E-Mail nicht im Posteingang finden, prüfen Sie bitte Ihren Spam-Ordner"
Si prega di scegliere l&#39;argomento della guida al processo,de,Bitte wählen Sie das Thema des Prozess-Guide
Scelta della durata del contratto,de,Auswahl Vertragsdauer
precedente,de,vorherige
Mese,de,Monat
Contatto,no,Kontakt
Indirizzo Di Fatturazione,de,Rechnungsadresse
Contatto per la fatturazione,de,Kontakt für die Rechnungsstellung
Descrizione Versione standard,de,Beschreibung Standard-Version
versione a prova di audit - descrizione,de,auditsichere Version - Beschreibung
Assegna lista di controllo,de,Checkliste zuweisen
prima seleziona &quot;Tema&quot;.,de,"zuerst ""Thema"" auswählen"
selezionare prima la lista di controllo,de,zuerst Checkliste auswählen
Utente creato correttamente,de,Benutzer erfolgreich erstellt
Utente aggiornato correttamente,de,Benutzer erfolgreich aktualisiert
"caricato un formato immagine errato, non riuscito",de,"uploaded eines falsches Bildformat, fehlgeschlagen"
Crea e gestisci l&#39;ordine,de,Auftrag erstellen und verwalten
Modifica modulo,de,Formular bearbeiten
Trascina e rilascia o fai clic qui per sfogliare il file,de,Drag and drop oder hier klicken um Datei zu suchen
Le chiavi UILM dal file .xlsx sono state aggiornate correttamente,de,UILM-Schlüssel aus der .xlsx-Datei werden erfolgreich aktualisiert
Stato,en,Status
organizzazione assegnata,de,zugewiesene Organisation
utenti assegnati,de,zugewiesene Benutzer
Cade,en,Fall
inattivo,sv,inaktiv
attivo,de,aktiv
mostra tutte le organizzazioni,de,zeigt alle Organisationen
Aggiornamento dello stato missgl�ckt,en,Status Update missglückt
Aggiornamento dello stato riuscito,de,Status Udate erfolgreich
stato di attivazione,sv,Aktierungsstatus
Bilancio,en,Budget
Bilancio,en,Budget
Nessun dato trovato,de,keine Daten gefunden
prima seleziona la categoria,de,zuerst Kategorie wählen
Nome della sottocategoria,de,Name der Unterkategorie
Nessun dato trovato,de,Keine Daten gefunden
Nessun dato trovato,de,Keine Daten gefunden
RiQS,bg,RiQS
pacchetto completo,de,Gesamtpacket
guida al processo,de,Prozess-Guide
"Creare, assegnare e gestire guide di processo",de,"Prozess-Guide erstellen, zuweisen und verwalten"
guida al processo,de,Prozess-Guide
valore obiettivo di rischio,de,Risiko Zielwert
Aggiorna lista di controllo,de,Checkliste aktualisieren
Dettagli di fatturazione,de,Details zur Abrechnung
mostra commenti,de,Bemerkungen zeigen
Scarica il rapporto della guida al processo,de,Prozess-Guide-Bericht herunterladen
Documenti,de,Dokumente
nessuna risposta ancora registrata,de,noch keine Antwort registriert
Data aggiornata,de,Aktualisiertes Datum
Documenti didattici,da,Instruktionsdokumente
mostra tutte le organizzazioni,de,zeigt alle Organisationen
mostra gli utenti che hanno modificato la checklist,de,"zeigt Benutzer, welche die Checkliste bearbeitet haben"
per eseguire il backup,de,sichern
assegnare organizzazione,de,Organisation zuweisen
privato,sv,privat
strategia di sicurezza dei dati,de,Datensicherheitsstrategie
monitor di processo,de,Prozess-Monitor
pacchetto completo,de,Gesamt Paket
Organizzazione,fr,Organisation
Documenti didattici,da,Instruktionsdokumente
cronologia di fatturazione,de,Rechnungsverlauf
j�hrlich,fr,jährlich
semestrale,de,halbjährlich
Nome del cliente,de,Name des Kunden
Filtro data,de,Datum Filter
Il client non ha accesso a questo modulo,de,Der Client hat keinen Zugriff auf dieses Modul
Descrizione del compito,de,Beschreibung der Aufgabe
Informazioni sulle istruzioni,sv,Instruktion Info
informazioni addizionali,de,Zusatzinfo
nome del rapporto,de,Bericht Name
Filtro data,de,Datum Filter
Fall-ID 2,en,Fall-ID 2
Data ID,sv,ID-Datum
Nome,en,Name
Stato di elaborazione,de,Bearbeitungs-Status
data di completamento,de,Datum der Fertigstellung
efficiente,no,effektiv
sottogruppo,de,Untergruppe
compilato dall&#39;utente,de,vom Benutzer ausgefüllt
Allegato dell&#39;utente editore,de,Anhang des bearbeitenden Benutzers
Chiave duplicata trovata,de,Duplizierter Schlüssel gefunden
data di completamento,de,Erledigungsdatum
Rapporto Guida al processo,de,Prozess-Guide Bericht
Segnalazione in corso,de,Berichtserstellung in Arbeit
Scarica rapporto,de,Bericht herunterladen
Segnalazione fallita,de,Berichterstellung fehlgeschlagen
memoria aggiuntiva,de,zusätzlicher Speicher
Prezzo per gigabit,de,Preis per Giga-Bites
"Include 0,5 Giga Byte per utente. � possibile acquistare ulteriore spazio di archiviazione",de,"Es sind 0,5 Giga Bytes pro Benutzer enthalten.
 Zusätzlicher Speicherplatz kann erworben werden"
Numero di giga morsi aggiuntivi,de,Anzahl zusätzliche Giga-Bites
Supporto,en,Support
"Se hai un problema tecnico, invia un&#39;e-mail a support@risk-quality-systems.ch con la tua richiesta in inglese o tedesco",de,"Sollten Sie ein technisches Problem haben, senden Sie bitte eine E-Mail an support@risk-quality-systems.ch mit Ihrer Anfrage auf Englisch oder Deutsch"
"Se la tua richiesta va oltre l&#39;effettiva risoluzione dei problemi tecnici, ti invitiamo ad acquistare il tempo di supporto qui.",de,"Wenn Ihre Anfrage über eine tatsächliche technische Fehlersuche hinausgeht, werden Sie aufgefordert, hier Supportzeit zu kaufen."
completamento complessivo,de,Gesamtfertigstellung
L&#39;utente pu� creare lo sviluppatore della guida del processo,de,Benutzer kann Prozess-Guide-Entwickler erstellen
Dettagli del contenzioso,de,Details der Prozessführung
guida al processo,de,Prozess-Guide
Scarica rapporto,de,Bericht herunterladen
Scarica,en,Download
vedi il file,de,Datei anzeigen
gi� pagato,de,bereits bezahlt
RiQS - Registrazione,de,RiQS - Anmeldung
"RIQS Regular Version pu� essere successivamente convertito in una versione a prova di audit, se necessario",de,RIQS Regular Version kann bei Bedarf später auf auditsichere Version umgestellt werden
"Minimo: 5, massimo: 200. Pi� di 200 utenti, contattaci",de,"Minimum: 5, Maximum: 200. Bei mehr als 200 Benutzern, bitte kontaktieren Sie uns"
semestrale,de,halbjährlich
pacchetto attuale,de,aktuelles Packet
Dettagli di fatturazione,de,Rechnungsdetails
pacchetto attuale,de,aktuelles Packet
numero di unit� di tempo,de,Anzahl Zeiteinheiten
supporto a,de,Unterstützung bei
Contatta l&#39;amministratore della tua organizzazione,de,Bitte den Administrator Ihrer Organisation kontaktieren
Si prega di rinnovare la licenza,de,Bitte Lizenz erneuern
vai ai dettagli di fatturazione in &quot;la mia organizzazione&quot;,de,"gehe zu Rechnungsdetails unter ""meine Organisation"""
Invia un&#39;e-mail a un&#39;amministrazione,en,E-Mail an Administration
Licenza scaduta,de,Lizenz abgelaufen
costi di stoccaggio aggiuntivi,de,zusätzliche Speicherkosten
numero di GB,de,Anzahl von GB
"Se necessario, � possibile acquistare lo spazio di archiviazione in un secondo momento",de,Bei Bedarf können Sie den Speicher zu einem späteren Zeitpunkt erwerben
spazio di archiviazione incluso,de,Speicher inklusive
Prezzo,de,Preis
GB (gigabyte),en,GB (Giga Byte)
Posta se l&#39;attivit� non � controllata,de,"Mail, wenn Aufgabe nicht kontrolliert"
Posta se l&#39;attivit� non � stata completata,de,"Mail, wenn Aufgabe nicht erfüllt"
Mail quando l&#39;attivit� viene posticipata,de,"Mail, wenn Aufgabe verschoben"
notifica di posta,de,Mail-Benachrichtigung
al mese,de,monatlich
capacit�,de,Kapazität
numero di utenti,de,Anzahl Benutzer
Mesi,de,Monate
Nessuno,de,Keine
Ricevi la versione standard e puoi passare alla versione a prova di audit una volta nel sistema stesso in qualsiasi momento.,de,"Sie erhalten die Standard-Version und können im System selbst
 zu einem beliebigen Zeitpunkt einmalig auf die auditsichere Version
 wechseln."
numero di utenti,de,Anzahl Benutzer
Durata del contratto/mesi,de,Vertragsdauer / Monate
pacchetto selezionato,de,ausgewähltes Paket
I.V.A.,de,MWST
L&#39;imposta svizzera sul valore aggiunto (IVA) � dovuta se la societ� ha sede in Svizzera o nel Liechtenstein.,de,"Schweizer Mehrwertsteuer (MWST) ist geschuldet,
 wenn die Gesellschaft ihren Sitz in der Schweiz
 oder in Liechtenstein hat."
"Se sono necessari pi� di 200 utenti, si prega di contattare",de,"Wenn mehr als 200 Benutzer benötigt werden, wenden Sie sich bitte an"
costi di supporto,de,Unterstützung Kosten
Informazioni,en,Info
Dipartimento,de,Abteilung
Manuale,de,Handbuch
Carica nuovo,de,Neu hochladen
carica video,de,Video hochladen
Carica manuale,de,Handbuch hochladen
Non ancora aggiunto,de,Noch nicht hinzugefügt
Einf�hrung,en,Einführung
&quot;Monitoraggio di processo&quot; - Manuale,de,"""Prozess-Monitor"" - Handbuch"
&quot;Manuale di addestramento,de,"""Training "" - Handbuch"
Guida DMS,de,DMS-Anleitung
&quot;Gestione del rischio&quot; - Manuale,de,"""Risiko-Management"" - Handbuch"
&quot;Compiti&quot; - manuale,de,"""Aufgaben"" - Handbuch"
&quot;Gestione dispositivi&quot; - Manuale,de,"""Gerätemanagement"" - Handbuch"
&quot;Guida al processo&quot; - manuale,de,"""Prozess-Guide"" - Handbuch"
manuale del cliente,de,Kundenhandbuch
tutorial per i clienti,de,Kunden Tutorial
Guida utente,de,Benutzerhandbuch
tutorial per l&#39;utente,de,Benutzer-Tutorial
Guida per gli sviluppatori,de,Entwickler-Handbuch
Modulo,ro,Modul
Manuale,de,Handbuch
video,en,Video
Manuale DMS,de,DMS-Handbuch
tipo di accesso,de,Zugriffstyp
Condizioni d&#39;uso e Informativa sulla privacy,de,Nutzungsbedingungen & Datenschutzrichtlinien
Accetto i Termini di servizio e l&#39;Informativa sulla privacy dei sistemi di qualit� e rischio,de,Ich akzeptiere die Nutzungsbedingungen und Datenschutzrichtlinien von Risk and Quality Systems
Auftr�ge,zh-CN,Aufträge
La prossima volta non mostrare il tutorial introduttivo,de,Nächstes Mal kein Einführungstutorial zeigen
Il nome del cliente esiste gi�,de,Kundenname existiert bereits
Il nome del cliente esiste gi�,de,Kundenname existiert bereits
Video-tutorial,en,Video-Tutorials
documentazione,de,Dokumentation
Esercitazione della guida al processo,de,Prozess-Guide Tutorial
solo un utente deve soddisfare,de,nur ein Benutzer muss erfüllen
tutti gli utenti devono attenersi,de,alle Benutzer müssen erfüllen
Criteri di completamento,de,Kriterien für die Fertigstellung
verf�gbar,en,verfügbar
Usato,de,benutzt
Conservazione,de,Speicher
Vice Amministrazione,de,Stellvertretende Verwaltung
Licenza (opzionale),de,Lizenzierung (optional)
per la licenza,de,zur Lizenzierung
senza licenza,de,Lizenzierung aufhaben
nessun metodo di pagamento disponibile,de,keine Zahlungsmethode verfügbar
Aggiungi ulteriori informazioni,de,Weitere Zusatzinformationen hinzufügen
Si prega di rinnovare l&#39;abbonamento per la propria organizzazione.,de,Bitte erneuern Sie das Abonnement für Ihre Organisation.
nessun destinatario della fattura disponibile,de,kein Rechnungsempfänger verfügbar
Aggiungi la tua organizzazione Vice amministratore,de,Ihre Organisation hinzufügen Stellvertretender Admin
Si prega di contattare la propria amministrazione,de,Bitte kontaktieren Sie Ihre Verwaltung
amministrazione,de,Verwaltung
Aggiungi un altro gruppo aggiuntivo,de,Weitere zusätzliche Gruppe hinzufügen
file caricati,de,Hochgeladene Dateien
Avvertimento!,de,Warnung!
La stessa email � stata fornita per l&#39;utente amministratore,de,Die gleiche E-Mail wurde für den Admin-Benutzer bereitgestellt
L&#39;abbonamento della tua organizzazione scade tra,de,Das Abonnement für Ihre Organisation endet in
nessun destinatario della fattura disponibile,de,kein Rechnungsempfänger verfügbar
Altri,nl,andere
Informazioni aggiuntive,de,Zusätzliche Informationen
nessun metodo di pagamento disponibile,de,keine Zahlungsmethode verfügbar
aggiungi pi� licenze,de,weitere Lizenzierung hinzufügen
gruppo aggiuntivo,de,zusätzliche Gruppe
titolo del gruppo,de,Titel der Gruppe
Aggiungi diversi titoli di informazioni aggiuntive per gli utenti,de,Mehrere zusätzliche Informationstitel für Benutzer hinzufügen
categoria,de,Kategorie
stato attuale,de,aktueller Stand
Panoramica del rischio,de,Risiko Übersicht
Data,de,Datum
Viene creata una panoramica dei rischi,de,Risikoübersicht wird erstellt
nome del rapporto,de,Berichtsname
Numero di azioni intraprese,de,Anzahl der getroffenen Maßnahmen
Ultima valutazione,de,Letzte Bewertung
Rapporto Excel per questa organizzazione.,de,Excel Report für diese Org.
sottocategoria,de,Unterkategorie
Applicare filtri,de,Filter anwenden
Impossibile creare un rapporto di riepilogo dei rischi,de,Die Erstellung eines Berichts zur Risikoübersicht ist fehlgeschlagen
La creazione della panoramica dei rischi � completa. Scarica il file Excel,de,Die Erstellung des Risikoübersicht ist abgeschlossen. Herunterladen der Excel-Datei
Nome Risiko,en,Risiko Name
Gruppo di informazioni per gli utenti,de,Info Gruppe für Benutzer
Rapporto Excel per questa organizzazione.,de,Excel Report für diese Org.
Numero di misure pendenti,de,Anzahl der pendenten Massnahmen
attivo,de,aktiv
Inattivo,sv,Inaktiv
Stato,en,Status
Clonazione-Form,da,Klon-Form
Nome della categoria,de,Kategoriename
tempo di completamento,de,Fertigstellung Zeit
Nome della sottocategoria,de,Name der Unterkategorie
Documentazione fotografica della guida al processo,de,Prozess-Guide Fotodokumentation
Generato da,de,Erzeugt von
Generato su,de,Generiert am
posizione di aggiornamento,de,Standort aktualisieren
latitudine,de,Breitengrad
Langengrad,vi,Längengrad
La generazione del codice QR � in esecuzione. Si prega di attendere un po&#39; di tempo!,de,QR-Code-Generierung läuft. Bitte warten Sie einige Zeit!
Scarica il codice QR,de,QR Code herunterladen
Organizzazioni coinvolte,de,Beteiligte Organisationen
Il formato del file non � supportato. Si prega di scaricare per visualizzare,de,Das Dateiformat wird nicht unterstützt. Zur Ansicht bitte herunterladen
Elimina o modifica le posizioni dei dispositivi all&#39;interno di questo luogo prima di eliminarlo,de,"Bitte löschen oder ändern Sie die Standorte der Geräte innerhalb dieses Ortes, bevor Sie ihn löschen"
Crea ordine,de,Auftrag erstellen
Memoria aggiornata,de,Speicherung aktualisiert
numero di misure,de,Anzahl Massnahmen
La memoria � aggiornata,de,Speicher wird aktualisiert
ogni,de,jede
Crea ordine,de,Auftrag erstellen
utente,de,Benutzer
mostra gli articoli fuori,de,Artikel anzeigen aus
registro delle posizioni,de,Standort-Protokoll
posizione di ricerca,de,Standort suchen
rispondere,de,zu beantworten
Per favore riempi,de,Bitte ausfüllen
risposte),de,Antwort(en)
a partire dal,de,von
