translatedText,detectedSourceLanguage,input
Durée de l&#39;activité,de,Dauer der AktivitÃ¤t
sélectionner l&#39;organisation,de,Organisation auswÃ¤hlen
Historique des changements de date,de,Historie der DatumsÃ¤nderungen
Liste des activités,de,Liste der AktivitÃ¤ten
Logiciel SELISE-Rockin&#39;,sq,SELISE-Rockin' Software
Tous les droits sont réservés.,de,Alle Rechte vorbehalten.
Technologie et conception par,de,Technik & Design von
Emplacements,de,Standorte
Visualiseur BIM,de,BIM-Betrachter
nom de l&#39;étage,de,Etage Name
Zone verte,de,GrÃ¼ner Bereich
Entrer l&#39;adresse,de,Adresse eingeben
Aucune activité trouvée,de,Keine AktivitÃ¤t gefunden
nom de famille,de,Nachname
Téléchargé sur,de,Hochgeladen auf
Nom des Documents,lv,Name des Dokuments
Nom de l&#39;organisation,de,Name der Organisation
Télécharger le nom,en,Upload Name
Statut,en,Status
Entrée du tableau de bord introuvable,de,Dashboard-Eintrag nicht gefunden
Enregistrement non trouvé,de,Datensatz nicht gefunden
Aucune activité trouvée,de,Keine AktivitÃ¤ten gefunden
but,de,Zweck
rechercher des documents,de,Dokumente suchen
document de recherche,de,Dokument suchen
Mon compte,de,Mein Konto
Confirmez le mot de passe,de,Passwort bestÃ¤tigen
imprimer,de,Impressum
intimité,de,Datenschutz
Légal,en,Legal
Plage de dates non valide,de,UngÃ¼ltiger Datumsbereich
Plage de dates non valide,de,UngÃ¼ltiger Datumsbereich
Fournir une raison pour la date critique,de,Geben Sie einen Grund fÃ¼r das kritische Datum an
Inscrit,de,angemeldet
gestionnaire de langue,de,Sprach-Manager
SUB_TOPIC_NAME,en,SUB_TOPIC_NAME
bibliothèque,de,Bibliothek
Cliquez ici pour parcourir les fichiers,de,"Klicken Sie hier, um Dateien zu durchsuchen"
Adresse,fr,Adresse
Gestion des risques,da,Risiko-Management
Dispositifs,is,GerÃ¤te
Aufträge,zh-CN,AuftrÃ¤ge
Télécharger l&#39;image,de,Bild hochladen
hinzufügen,en,hinzufÃ¼gen
Jeter,de,verwerfen
Faites glisser et déposez des fichiers dans ce champ ou sélectionnez Photo,de,Dateien auf dieses Feld ziehen und loslassen oder Photo auswÃ¤hlen
maximale DateigrÃ¶ÃŸe,fr,maximale DateigrÃ¶ÃŸe
Ajouter une image,de,Bild hinzufÃ¼gen
recadrer l&#39;image,de,Bild zuschneiden
aperçu des images,de,Bild-Vorschau
Êtes-vous sûr de vouloir supprimer cette image?,de,"Sind Sie sicher, dass Sie dieses Bild lÃ¶schen mÃ¶chten?"
Il y a encore des éléments actifs qui lui sont associés,de,Es gibt noch damit verbundene aktive Elemente
Suppression non autorisée,de,LÃ¶schung nicht erlaubt
confirmation,de,BestÃ¤tigung
Créer et surveiller des tâches,de,Aufgaben erstellen und Ã¼berwachen
répondre,de,Antwort
Ãœbersicht,en,Ãœbersicht
maintenance,de,Wartung
Affiche tous les employés destinés à cette tâche,de,Zeigt alle fÃ¼r diese Aufgabe vorgesehenen Mitarbeiter
utilisateurs affectés,de,zugeordnete Benutzer
Ce champ est obligatoire,de,Dieses Feld ist erforderlich
application,de,Anwendung
Ajouter une application,de,Anwendung hinzufÃ¼gen
Nom de l&#39;application,en,App Name
chemin,de,Pfad
ACTION,de,AKTION
Nom de l&#39;application,de,Anwendung Name
Bouton total,de,Gesamt Taste
gestionnaire de langue,de,Sprach-Manager
SchlÃ¼ssel-Liste,fr,SchlÃ¼ssel-Liste
liste des boutons de,de,Taste Liste der
Chercher,de,Suche
Schlüssel hinzufügen,en,SchlÃ¼ssel hinzufÃ¼gen
Schlüssel,en,SchlÃ¼ssel
Ajouter plus,de,Weitere hinzufÃ¼gen
outil de gestion des langues,de,Sprachmanager-Tool
Sous-titres du gestionnaire de langue,de,Sprachmanager Untertitel
Ajouter une application,de,Anwendung hinzufÃ¼gen
Nom de l&#39;application,en,App Name
chemin,de,Pfad
nom du module,de,Name des Moduls
Allez vivre !,de,Geht live!
Détails importants,de,Wichtige Details
lien,de,Zusammenhang
Es-tu sûr?,de,Sind Sie sicher?
Cliquez sur Confirmer,de,Klicken Sie auf BestÃ¤tigen
format de fichier,de,Dateiformat
bouton,de,SchaltflÃ¤che
Titre,de,Titel
page de sous-titres,de,Seite Untertitel
datable,de,datierbar
Capital,id,Modal
La navigation,en,Navigation
champ de formulaire,de,Formularfeld
Autres,nl,andere
Filtre,en,Filter
zurücksetzen,en,zurÃ¼cksetzen
Nom de l&#39;application,en,App Name
En cours,de,In Arbeit
Vos changements en cours d&#39;exécution,de,Ihre laufenden Ã„nderungen
Veuillez patienter 10 à 15 minutes pour démarrer une nouvelle construction.,de,"Bitte warten Sie 10-15 Minuten, um einen neuen Bau zu beginnen."
Voulez-vous vraiment supprimer cette application ?,de,"Sind Sie sicher, dass Sie diese App lÃ¶schen mÃ¶chten?"
Cliquez sur &#39;Supprimer&#39; pour les supprimer définitivement ou cliquez sur &#39;Annuler&#39; pour revenir en arrière.,de,"Klicken Sie auf 'LÃ¶schen', um sie dauerhaft zu lÃ¶schen oder klicken Sie auf 'Abbrechen', um zurÃ¼ck zu gehen."
Voulez-vous vraiment supprimer cette clé ?,de,"Sind Sie sicher, dass Sie diesen Key lÃ¶schen mÃ¶chten?"
Cliquez sur &#39;Supprimer&#39; pour le supprimer définitivement ou cliquez sur &#39;Annuler&#39; pour revenir en arrière.,de,"Klicken Sie auf 'LÃ¶schen', um ihn dauerhaft zu lÃ¶schen, oder klicken Sie auf 'Abbrechen', um zurÃ¼ck zu gehen."
Filtrer par,de,Filtern nach
"Le build CI s&#39;est déclenché avec succès, veuillez patienter 10 à 15 minutes.",de,"CI-Build erfolgreich ausgelÃ¶st, bitte warten Sie 10-15 Minuten."
Sous-titres du gestionnaire de langue,de,Sprachmanager Untertitel
tous les domaines,de,alle Bereiche
Information,en,Information
Détails des formations,en,Trainingsdetails
Information,en,Information
la description,de,Beschreibung
modifier la tâche,de,Aufgabe bearbeiten
erfüllt,en,erfÃ¼llt
Info,en,Info
Éditer,de,editieren
löschen,en,lÃ¶schen
réponses,de,Antworten
en attendant,ca,pendent
pas rempli,de,nicht erfÃ¼llt
pas encore de résultats,de,noch keine ErgebnisÃ¼bermittlung
Fälligkeitsdatum,pt,FÃ¤lligkeitsdatum
Fälligkeitsdatum,pt,FÃ¤lligkeitsdatum
Factice,en,Dummy
Sélectionnez l&#39;organisation à affecter à,de,"Organisation wÃ¤hlen, der Zugewiesen werden soll"
Sélectionnez l&#39;utilisateur à affecter à,de,"Benutzer wÃ¤hlen, dem zugewiesen werden soll"
ajouter plus,de,weitere hinzufÃ¼gen
Version standard,en,Standard-Version
Télécharger le rapport,de,Bericht herunterladen
nom du rapport,de,Berichtsname
Date,de,Datum
Organisation,fr,Organisation
Erfüllungskriterien,en,ErfÃ¼llungskriterien
Nom du participant,de,Name des Teilnehmers
Erfüllungsgrad,en,ErfÃ¼llungsgrad
nom du rapport,de,Berichtsname
Date,de,Datum
Organisation,fr,Organisation
Nom de catégorie,de,Kategorie-Name
sous-catégorie,de,Unterkategorie
Création du rapport de formation en cours,de,Trainingsreport Erstellung in Arbeit
Télécharger le rapport,de,Bericht herunterladen
Rapport en cours,de,Berichtserstellung in Arbeit
Télécharger le rapport,de,Bericht herunterladen
nom du rapport,de,Berichtsname
Date,de,Datum
créé par,de,erstellt durch
dernière mise à jour,de,letzte Aktualisierung
Rapport en cours,de,Berichtserstellung in Arbeit
Le rapport est en cours de téléchargement,de,Bericht wird heruntergeladen
Version RiQS,en,RiQS-Version
Version standard,en,Standard-Version
auditsichere Version,en,auditsichere Version
Télécharger le rapport,de,Bericht herunterladen
auditsichere Version,en,auditsichere Version
1 mois,de,1 Monat
2 mois,de,2 Monate
Coordonnées,de,Kontakt-Informationen
Date,de,Datum
Nom du rapport,de,Name des Berichts
3 mois,de,3 Monate
4 mois,de,4 Monate
5 mois,de,5 Monate
6 mois,de,6 Monate
7 mois,de,7 Monate
8 mois,de,8 Monate
9 mois,de,9 Monate
10 mois,de,10 Monate
11 mois,de,11 Monate
12 mois,de,12 Monate
attribuer au groupe d&#39;utilisateurs,de,der Benutzer-Gruppe zuweisen
Power-User,en,Power-User
La gestion,de,Leitung
MA Groupe A,de,MA Gruppe A
MA Groupe B,da,MA Gruppe B
Rapport sur le processus,de,Berichterstellung zum Prozess
Télécharger le rapport,de,Bericht herunterladen
Échec du signalement,de,Berichterstellung fehlgeschlagen
éditer,de,bearbeiten
Travail,en,Labor
pharmacie,de,Apotheke
échographie,de,Sonographie
Röntgen,en,RÃ¶ntgen
Dosisintensives RÃ¶ntgen,en,Dosisintensives RÃ¶ntgen
prof,de,Lehrmeister
autres utilisateurs assignés,de,andere zugewiesene Benutzer
Formationsbericht,en,Trainingsbericht
Rapport du développeur,de,Entwickler-Bericht
Surveiller la liste des messages,nl,Monitor Berichtsliste
liste d&#39;utilisateur,de,Benutzerliste
Liste des tâches de surveillance,de,Liste der Ãœberwachungsaufgaben
Rapport de gestion des commandes,de,Bericht Auftragsbewirtschaftung
Signaler la gestion des appareils,is,Bericht GerÃ¤tebewirtschaftung
statistiques de formation,de,Trainings-Statistik
rapport de catégorie,de,Kategorie-Bericht
La mise à jour du fichier de langue a réussi. Recharger cette fenêtre,de,Aktualisierung der Sprachdatei ist erfolgreich. Dieses Fenster neu laden
"Les fichiers de langue sont en cours de mise à jour. S&#39;il vous plaît, attendez. Cette fenêtre se rechargera une fois la mise à jour terminée",de,"Die Sprachdateien werden derzeit aktualisiert. Bitte warten. Dieses Fenster wird neu geladen, nachdem die Aktualisierung abgeschlossen ist"
La mise à jour du fichier de langue a échoué. Veuillez réessayer plus tard,de,Aktualisierung der Sprachdatei fehlgeschlagen. Bitte versuchen Sie es spÃ¤ter noch einmal
Assigné à,de,zugewiesen an
information,de,Informationen
valeur cible du risque,de,Risiko Zielwert
Vous pouvez ajouter plusieurs catégories,de,Sie kÃ¶nnen mehrere Kategorien hinzufÃ¼gen
Emplacement,de,Standort
Fournisseurs,de,Zulieferer
Catégorie,de,Kategorie
Ajouter un membre spécifique,de,Spezifisches Mitglied hinzufÃ¼gen
Heure de début,de,Startzeit
pas chste,pt,nÃ¤chste
modifier la tâche,de,Aufgabe bearbeiten
Veuillez sélectionner l&#39;organisation,de,Bitte wÃ¤hlen Sie die Organisation
Guide de processus,de,"Prozess-
 Guide"
Veuillez sélectionner la date d&#39;échéance de la liste de contrôle,de,Bitte wÃ¤hlen Sie das FÃ¤lligkeitsdatum der Checkliste
Planification de la tâche,de,Zeitplan fÃ¼r Aufgabe
répondre,de,Antwort
thème,de,Thema
Date d&#39;identification,sv,ID-Datum
sous-catégorie,de,Unterkategorie
affecter à,de,zuweisen an
attachement,de,Anhang
Attribuer une liste de contrôle,de,Checkliste zuweisen
information,de,Informationen
Organisation,fr,Organisation
Fälligkeitsdatum,pt,FÃ¤lligkeitsdatum
groupe impliqué,de,involvierte Gruppe
Formulaire de liste de contrôle,de,Checkliste Formular
Veuillez entrer les informations requises,de,Bitte geben Sie die notwendigen Informationen an
entrez le titre,de,Titel eingeben
poser,de,ablegen
sauver,de,speichern
Ajouter une tâche,de,Aufgabe hinzufÃ¼gen
groupe de gestion,de,Management Gruppe
Choisir une catégorie,de,Kategorie auswÃ¤hlen
guide de processus,de,Prozess-Guide
Guide du processus de recherche,de,Leitfaden zum Suchprozess
temps de fin,de,Endzeit
détails d&#39;achèvement,de,Erledigungsdetails
assigner une tâche,de,Aufgabe zuweisen
affiche tous les utilisateurs concernés,de,zeigt alle involvierten Benutzer
la description,de,Beschreibung
Le guide de processus est accessible à tous les membres du groupe impliqués. ou alors,de,Das Process Guide ist fÃ¼r alle involvierten Gruppenmitglieder zugÃ¤nglich. oder
Glisser-déposer ou sélectionner une pièce jointe,de,Ziehen und ablegen oder Anhang auswÃ¤hlen
Veuillez marquer la liste de contrôle lorsque vous avez terminé,de,"Bitte markieren Sie die Checkliste, wenn Sie fertig sind"
Groupe exécutif,de,AusfÃ¼hrende Gruppe
Détails d&#39;automne,en,Fall Details
Formellement décrit,lb,Formualr Beschrieb
utilisateurs sélectionnés,de,ausgewÃ¤hlte Benutzer
Appliquer des filtres,de,Filter anwenden
Organisation,fr,Organisation
Filtre,en,Filter
Ajouter un formulaire,de,Formular hinzufÃ¼gen
les clients,de,Kunden
Liste de contrôle de la bibliothèque,de,Checkliste Bibliothek
Attribuer un guide de processus,de,Prozess-Guide zuweisen
Assigné à,de,zugewiesen an
Veuillez sélectionner la liste de contrôle du développeur,de,Bitte wÃ¤hlen Sie die Checkliste aus dem Entwickler
avorter,de,abbrechen
ID d&#39;automne 2,en,Fall ID 2
guide de processus,de,Prozess-Guide
but du formulaire,de,Formularzweck
Titre,en,Title
Maximale DateigrÃ¶ÃŸe,fr,Maximale DateigrÃ¶ÃŸe
réinitialiser par défaut,de,auf Standard zurÃ¼cksetzen
Détails de la liste de contrôle,de,Details der Checkliste
ID d&#39;automne 1,en,Fall ID 1
fait par,de,erledigt durch
listes de contrôle,de,Checklisten
Ajouter un formulaire,de,Formular hinzufÃ¼gen
ID d&#39;automne 2,en,Fall ID 2
avorter,de,abbrechen
Assigné à,de,zugewiesen an
Sélectionnez les utilisateurs impliqués,de,Involvierte Benutzer auswÃ¤hlen
non,de,Nein
Cliquez ici,de,Klicken Sie hier
Cliquez sur le bouton pour voir le tutoriel de l&#39;application,de,"Klicken Sie auf die SchaltflÃ¤che, um das Anwendungs-Tutorial zu sehen"
Et,fi,Ja
tutoriel d&#39;application,de,Anwendungstutorial
Bienvenue sur RiQS.,de,Willkommen bei RiQS.
Bienvenue,de,Willkommen
à la brève introduction RiQS,de,zur RiQS KurzeinfÃ¼hrung
caractères restants,de,Zeichen links
Créer et gérer des risques,de,Risiken erstellen und verwalten
Créer et surveiller des tâches,de,Aufgaben erstellen und Ã¼berwachen
Créer et gérer une formation,de,Schulungen erstellen und verwalten
Créer et gérer des clients,de,Mandanten anlegen und verwalten
répondre,de,Antwort
Efficace,no,Effektiv
Budget,en,Budget
Téléverser un fichier,de,Datei hochladen
groupe de gestion,de,Management Gruppe
note de mise à jour,de,Update Bewertung
révoquer l&#39;affectation,de,Zuweisung widerrufen
Ajouter une tâche,de,Aufgabe hinzufÃ¼gen
sélectionner,de,AuswÃ¤hlen
löschen,en,lÃ¶schen
Créer et gérer un guide de processus,de,Prozess-Guide erstellen und verwalten
montre plus,de,mehr zeigen
Veuillez télécharger une image de moins de 2 Mo,de,Bitte laden Sie ein Bild unter 2mb hoch
Entrez le nombre d&#39;utilisateurs souhaité,de,Eingabe der gewÃ¼nschten Anzahl Benutzer
pas chste,pt,nÃ¤chste
Veuillez remplir les informations requises,de,Bitte fÃ¼llen Sie die erforderlichen Informationen aus
Tutoriel de gestion des risques,de,Risikomanagement-Tutorial
Tutoriel Ausrüstungsmanagement,en,Tutorial AusrÃ¼stungsmanagement
Licence RiQS,de,RiQS Lizenzierung
auditsichere Version,en,auditsichere Version
Commandes - Tutoriel,de,AuftrÃ¤ge - Tutorial
sauvegarder,de,sparen
An,de,Jahr
Contact pour prolongation,jw,Kontakt fÃ¼r VerlÃ¤ngerung
Sélectionnez le package de licence,de,Lizenzierungspacket auswÃ¤hlen
Mois,de,Monate
Jeter,de,verwerfen
Montant de la facture - Calcul,de,Rechnungsbetrag - Berechnung
Ajouter l&#39;administrateur de votre organisation,de,Ihre Organisation Admin hinzufÃ¼gen
Choisissez le forfait que vous souhaitez,de,WÃ¤hlen Sie das gewÃ¼nschte Paket
Sélectionnez le type d&#39;organisation,de,Organisationstyp auswÃ¤hlen
préavis de jours,de,Tage KÃ¼ndigungsfrist
sauver,de,speichern
choisissez le pays,de,Land auswÃ¤hlen
Tutoriel de formation,de,Schulungs-Tutorial
Version standard,en,Standard Version
Ajoutez votre organisation,de,Ihre Organisation hinzufÃ¼gen
Total,en,Total
catégorie tutoriel,de,Tutorial Kategorie
Nombre minimal d&#39;utilisateurs,de,Mindestanzahl Benutzer
Demande de version d&#39;essai,en,Request for trial version
en fonction de votre sélection,de,basierend auf Ihrer Auswahl
Moniteur de processus de tutoriel,de,Tutorial Prozess-Monitor
Type d&#39;organisation,en,Organisationstyp
Assigné à,de,zugewiesen an
E-mail,it,E-Mail
pour le paiement,de,zur Zahlung
Nécessite l&#39;approbation de l&#39;administrateur,de,benÃ¶igt Freigabe durch Administrator
Licence par défaut,de,Standard Lizenzierung
période de facturation,de,Abrechnungszeitraum
par mois,de,monatlich
prochain renouvellement,de,nÃ¤chste Erneuerung
mode de paiement,de,Zahlungsmethode
expire,de,lÃ¤uft ab
Contacts,de,Kontakte
technique,nl,technisch
numéro de TVA,de,MWST Nummer
Contact pour la facturation,de,Kontakt fÃ¼r die Rechnungsstellung
Abonnement standard,lb,Standard-Abonnement
par utilisateur,de,pro Benutzer
Accès utilisateur,de,Benutzerzugriff
facture estimée,de,geschÃ¤tzte Rechnung
récit,de,Geschichte
totalement payable,de,total zahlbar
Afficher l&#39;historique de facturation,de,Rechnungsverlauf zeigen
Date,de,Datum
Numéro de facture.,de,Rechnung Nr.
montant,de,Betrag
facturer,de,Rechnung
Fälligkeitsdatum,pt,FÃ¤lligkeitsdatum
performance,de,Leistung
par utilisateur,de,pro Benutzer
nombre d&#39;utilisateurs,de,Anzahl Benutzer
utilisateur,de,Benutzer
total,de,Zwischentotal
Impôts (TVA),de,Steuern (MWST)
montant total,de,Gesamtbetrag
paiement dans,de,Zahlung innerhalb
valeur,de,Wert
Manuel - &quot;Mon organisation&quot;,de,"Handbuch - ""Meine Organisation"""
Manuel - &quot;Utilisateur&quot;,de,"Handbuch - ""Benutzer"""
Manuel - &quot;Développeur&quot;,de,"Handbuch - ""Entwickler"""
Manuel &quot;Moniteur de processus&quot;,de,"Handbuch ""Prozess-Monitor"""
Manuel de formation,de,"Handbuch ""Training"""
"Veuillez vérifier votre e-mail pour terminer le processus d&#39;intégration. Si vous ne trouvez pas notre e-mail dans votre boîte de réception, veuillez vérifier votre dossier spam",de,"Bitte prÃ¼fen Sie Ihre E-Mail, um den Onboarding-Prozess abzuschlieÃŸen. Wenn Sie unsere E-Mail nicht im Posteingang finden, prÃ¼fen Sie bitte Ihren Spam-Ordner"
Veuillez choisir le sujet du guide de processus,de,Bitte wÃ¤hlen Sie das Thema des Prozess-Guide
Choix de la durée du contrat,de,Auswahl Vertragsdauer
précédent,de,vorherige
Mois,de,Monat
Contacter,no,Kontakt
Adresse de facturation,de,Rechnungsadresse
Contact pour la facturation,de,Kontakt fÃ¼r die Rechnungsstellung
Désignation Version standard,de,Beschreibung Standard-Version
version à l&#39;épreuve des audits - description,de,auditsichere Version - Beschreibung
Attribuer une liste de contrôle,de,Checkliste zuweisen
sélectionnez d&#39;abord &quot;Thème&quot;.,de,"zuerst ""Thema"" auswÃ¤hlen"
sélectionnez d&#39;abord la liste de contrôle,de,zuerst Checkliste auswÃ¤hlen
Utilisateur créé avec succès,de,Benutzer erfolgreich erstellt
Utilisateur mis à jour avec succès,de,Benutzer erfolgreich aktualisiert
"téléchargé un format d&#39;image incorrect, échec",de,"uploaded eines falsches Bildformat, fehlgeschlagen"
Créer et gérer la commande,de,Auftrag erstellen und verwalten
Modifier le formulaire,de,Formular bearbeiten
Faites glisser et déposez ou cliquez ici pour parcourir le fichier,de,Drag and drop oder hier klicken um Datei zu suchen
Les clés UILM du fichier .xlsx sont mises à jour avec succès,de,UILM-SchlÃ¼ssel aus der .xlsx-Datei werden erfolgreich aktualisiert
Statut,en,Status
organisation assignée,de,zugewiesene Organisation
utilisateurs affectés,de,zugewiesene Benutzer
Tombe,en,Fall
inactif,sv,inaktiv
actif,de,aktiv
affiche toutes les organisations,de,zeigt alle Organisationen
Mise à jour du statut,en,Status Update missglÃ¼ckt
Mise à jour du statut réussie,de,Status Udate erfolgreich
statut d&#39;activation,sv,Aktierungsstatus
Budget,en,Budget
Budget,en,Budget
Aucune donnée disponible,de,keine Daten gefunden
sélectionnez d&#39;abord la catégorie,de,zuerst Kategorie wÃ¤hlen
Nom de la sous-catégorie,de,Name der Unterkategorie
Aucune donnée disponible,de,Keine Daten gefunden
Aucune donnée disponible,de,Keine Daten gefunden
RiQS,bg,RiQS
lot complet,de,Gesamtpacket
guide de processus,de,Prozess-Guide
"Créer, attribuer et gérer des guides de processus",de,"Prozess-Guide erstellen, zuweisen und verwalten"
guide de processus,de,Prozess-Guide
valeur cible du risque,de,Risiko Zielwert
Mettre à jour la liste de contrôle,de,Checkliste aktualisieren
Détails de la facturation,de,Details zur Abrechnung
afficher les commentaires,de,Bemerkungen zeigen
Télécharger le rapport du guide de processus,de,Prozess-Guide-Bericht herunterladen
Documents,de,Dokumente
pas encore de réponse enregistrée,de,noch keine Antwort registriert
Date de mise à jour,de,Aktualisiertes Datum
Documents pédagogiques,da,Instruktionsdokumente
affiche toutes les organisations,de,zeigt alle Organisationen
affiche les utilisateurs qui ont modifié la liste de contrôle,de,"zeigt Benutzer, welche die Checkliste bearbeitet haben"
pour sauvegarder,de,sichern
affecter une organisation,de,Organisation zuweisen
privé,sv,privat
stratégie de sécurité des données,de,Datensicherheitsstrategie
moniteur de processus,de,Prozess-Monitor
lot complet,de,Gesamt Paket
Organisation,fr,Organisation
Documents pédagogiques,da,Instruktionsdokumente
historique de facturation,de,Rechnungsverlauf
jÃ¤hrlich,fr,jÃ¤hrlich
semestriellement,de,halbjÃ¤hrlich
Nom du client,de,Name des Kunden
Filtre de dates,de,Datum Filter
Le client n&#39;a pas accès à ce module,de,Der Client hat keinen Zugriff auf dieses Modul
Description de la tâche,de,Beschreibung der Aufgabe
Informations sur les instructions,sv,Instruktion Info
information additionnelle,de,Zusatzinfo
nom du rapport,de,Bericht Name
Filtre de dates,de,Datum Filter
Automne-ID 2,en,Fall-ID 2
Date d&#39;identification,sv,ID-Datum
Nom,en,Name
Statut de traitement,de,Bearbeitungs-Status
date d&#39;achèvement,de,Datum der Fertigstellung
efficace,no,effektiv
sous-groupe,de,Untergruppe
rempli par l&#39;utilisateur,de,vom Benutzer ausgefÃ¼llt
Rattachement de l&#39;utilisateur éditeur,de,Anhang des bearbeitenden Benutzers
Clé en double trouvée,de,Duplizierter SchlÃ¼ssel gefunden
date d&#39;achèvement,de,Erledigungsdatum
Rapport de guide de processus,de,Prozess-Guide Bericht
Rapport en cours,de,Berichtserstellung in Arbeit
Télécharger le rapport,de,Bericht herunterladen
Échec du signalement,de,Berichterstellung fehlgeschlagen
mémoire supplémentaire,de,zusÃ¤tzlicher Speicher
Prix par gigabit,de,Preis per Giga-Bites
"Il comprend 0,5 gigaoctets par utilisateur. Un espace de stockage supplémentaire peut être acheté",de,"Es sind 0,5 Giga Bytes pro Benutzer enthalten.
 ZusÃ¤tzlicher Speicherplatz kann erworben werden"
Nombre de giga-bouchées supplémentaires,de,Anzahl zusÃ¤tzliche Giga-Bites
Soutien,en,Support
"Si vous rencontrez un problème technique, veuillez envoyer un e-mail à support@risk-quality-systems.ch avec votre demande en anglais ou en allemand",de,"Sollten Sie ein technisches Problem haben, senden Sie bitte eine E-Mail an support@risk-quality-systems.ch mit Ihrer Anfrage auf Englisch oder Deutsch"
"Si votre demande va au-delà du dépannage technique réel, nous vous encourageons à acheter du temps d&#39;assistance ici.",de,"Wenn Ihre Anfrage Ã¼ber eine tatsÃ¤chliche technische Fehlersuche hinausgeht, werden Sie aufgefordert, hier Supportzeit zu kaufen."
achèvement global,de,Gesamtfertigstellung
L&#39;utilisateur peut créer un développeur de guide de processus,de,Benutzer kann Prozess-Guide-Entwickler erstellen
Détails du litige,de,Details der ProzessfÃ¼hrung
guide de processus,de,Prozess-Guide
Télécharger le rapport,de,Bericht herunterladen
Télécharger,en,Download
Voir la fiche,de,Datei anzeigen
déjà payé,de,bereits bezahlt
RiQS - Inscription,de,RiQS - Anmeldung
La version régulière de RIQS peut être convertie ultérieurement en une version à l&#39;épreuve des audits si nécessaire,de,RIQS Regular Version kann bei Bedarf spÃ¤ter auf auditsichere Version umgestellt werden
"Minimum : 5, maximum : 200. Plus de 200 utilisateurs, merci de nous contacter",de,"Minimum: 5, Maximum: 200. Bei mehr als 200 Benutzern, bitte kontaktieren Sie uns"
semestriellement,de,halbjÃ¤hrlich
forfait actuel,de,aktuelles Packet
Détails de la facturation,de,Rechnungsdetails
forfait actuel,de,aktuelles Packet
nombre d&#39;unités de temps,de,Anzahl Zeiteinheiten
soutien à,de,UnterstÃ¼tzung bei
Veuillez contacter l&#39;administrateur de votre organisation,de,Bitte den Administrator Ihrer Organisation kontaktieren
Veuillez renouveler la licence,de,Bitte Lizenz erneuern
accédez aux détails de facturation sous &quot;mon organisation&quot;,de,"gehe zu Rechnungsdetails unter ""meine Organisation"""
Envoyer un e-mail à l&#39;administration,en,E-Mail an Administration
Licence expirée,de,Lizenz abgelaufen
frais de stockage supplémentaires,de,zusÃ¤tzliche Speicherkosten
nombre de Go,de,Anzahl von GB
"Si nécessaire, vous pouvez acheter le stockage à une date ultérieure",de,Bei Bedarf kÃ¶nnen Sie den Speicher zu einem spÃ¤teren Zeitpunkt erwerben
stockage inclus,de,Speicher inklusive
Prix,de,Preis
Go (Gigaoctet),en,GB (Giga Byte)
Courrier si tâche non maîtrisée,de,"Mail, wenn Aufgabe nicht kontrolliert"
Courrier si la tâche n&#39;est pas terminée,de,"Mail, wenn Aufgabe nicht erfÃ¼llt"
Courrier lorsque la tâche est reportée,de,"Mail, wenn Aufgabe verschoben"
notification par courrier,de,Mail-Benachrichtigung
par mois,de,monatlich
capacité,de,KapazitÃ¤t
nombre d&#39;utilisateurs,de,Anzahl Benutzer
Mois,de,Monate
Rien,de,Keine
Vous recevez la version standard et pouvez à tout moment passer à la version à l&#39;épreuve des audits une fois dans le système lui-même.,de,"Sie erhalten die Standard-Version und kÃ¶nnen im System selbst
 zu einem beliebigen Zeitpunkt einmalig auf die auditsichere Version
 wechseln."
nombre d&#39;utilisateurs,de,Anzahl Benutzer
Durée du contrat / mois,de,Vertragsdauer / Monate
forfait sélectionné,de,ausgewÃ¤hltes Paket
T.V.A.,de,MWST
La taxe sur la valeur ajoutée (TVA) suisse est due si l&#39;entreprise a son siège en Suisse ou au Liechtenstein.,de,"Schweizer Mehrwertsteuer (MWST) ist geschuldet,
 wenn die Gesellschaft ihren Sitz in der Schweiz
 oder in Liechtenstein hat."
"Si plus de 200 utilisateurs sont nécessaires, veuillez contacter",de,"Wenn mehr als 200 Benutzer benÃ¶tigt werden, wenden Sie sich bitte an"
frais d&#39;assistance,de,UnterstÃ¼tzung Kosten
Info,en,Info
département,de,Abteilung
Manuel,de,Handbuch
Télécharger nouveau,de,Neu hochladen
Télécharger une video,de,Video hochladen
Télécharger le manuel,de,Handbuch hochladen
Pas encore ajouté,de,Noch nicht hinzugefÃ¼gt
Einführung,en,EinfÃ¼hrung
&quot;Moniteur de processus&quot; - Manuel,de,"""Prozess-Monitor"" - Handbuch"
&quot;Manuel de formation,de,"""Training "" - Handbuch"
Guide SGD,de,DMS-Anleitung
&quot;Gestion des risques&quot; - Manuel,de,"""Risiko-Management"" - Handbuch"
&quot;Tâches&quot; - manuel,de,"""Aufgaben"" - Handbuch"
&quot;Gestion des appareils&quot; - Manuel,de,"""GerÃ¤temanagement"" - Handbuch"
&quot;Guide de processus&quot; - manuel,de,"""Prozess-Guide"" - Handbuch"
manuel du client,de,Kundenhandbuch
tutoriel client,de,Kunden Tutorial
Mode d&#39;emploi,de,Benutzerhandbuch
tutoriel utilisateur,de,Benutzer-Tutorial
Guide du développeur,de,Entwickler-Handbuch
Module,ro,Modul
Manuel,de,Handbuch
Vidéo,en,Video
Manuel DMS,de,DMS-Handbuch
Type d&#39;accès,de,Zugriffstyp
